incident_url,title,date,location_of_incident,date_of_incident,date_reported,incident_details,incident,loi_standardized,extracted_streets,doi_hour,doi_weekday,doi_day,doi_month,doi_semester,doi_year,coordinates
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/11/security-incident-november-15/,Criminal Harassment,"November 15, 2020",Gould Street and Yonge Street,2020-11-05 11:00:00,2020-11-05 11:15:00,A Ryerson community member reported to Ryerson Security that an individual followed them and persisted when told to stop. Security attended but the individual had already left campus. The community member declined assistance from Toronto Police Service.,Criminal Harassment,gould street and yonge street,"['gould street', 'yonge street']",11,4,5,11,Fall,2020,"43.657411127296, -79.38136126154417"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/10/security-incident-october-20-6/,Toronto Police Service News Release,"October 20, 2020",Yonge Street and Dundas Street West,2020-10-18 09:15:00,2020-10-18 19:00:00,Toronto Police Service has published a news release regarding an assault investigation and are seeking assistance from the community.,Assault,dundas street and yonge street,"['dundas street', 'yonge street']",9,7,18,10,Fall,2020,"43.65633116175363, -79.38091825259052"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/10/security-incident-october-20-5/,Indecent Act,"October 20, 2020",Nelson Mandela Walk and Gerrard Street East,2020-10-16 23:45:00,2020-10-16 23:45:00,Ryerson Security came across an individual masturbating. The individual was identified and barred from campus.,Indecent Act,gerrard street east and nelson mandela walk,"['gerrard street east', 'nelson mandela walk']",23,5,16,10,Fall,2020,"43.65937181757632, -79.38079655980259"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/10/security-incident-october-20-4/,Toronto Police Service News Release,"October 20, 2020",Online,2020-10-16 00:15:00,2020-10-19 11:15:00,Toronto Police Service has published a news release regarding an online threat to schools investigation and are seeking assistance from the community.,Uttering Threats,online,['building'],0,5,16,10,Fall,2020,
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/10/security-incident-october-20-3/,Assault,"October 20, 2020",Nelson Mandela Walk and Gerrard Street East,2020-10-15 18:45:00,2020-10-15 18:45:00,Ryerson Security came across a member of the public with severe injuries and provided medical assistance. The member of the public reported being approached by five individuals and assaulted. Toronto Paramedic Services and Toronto Police Service were notified and attended. The member of the public was escorted to a hospital by the paramedics.,Assault,gerrard street east and nelson mandela walk,"['gerrard street east', 'nelson mandela walk']",18,4,15,10,Fall,2020,"43.65937181757632, -79.38079655980259"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/10/security-incident-october-20-2/,Assault,"October 20, 2020",Balzac’s at the Ryerson Image Centre,2020-10-15 16:45:00,2020-10-15 16:45:00,"Ryerson community members reported to Ryerson Security an individual making an inappropriate comment, throwing a marker at nearby members of the public and then leaving. Security attended, but were unable to locate the members of the public or the individual.",Assault,tmu image centre,['building'],16,4,15,10,Fall,2020,"43.65768286963344, -79.37930851618218"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/10/security-incident-october-20/,Assault,"October 20, 2020",Gould Street and Yonge Street,2020-10-15 16:00:00,2020-10-15 16:00:00,A Ryerson community member reported to Ryerson Security witnessing a member of the public being approached by three individuals and getting punched several times. The individuals then left campus after noticing the community member. Security located the member of the public who declined medical assistance and Toronto Police Service. No visible injuries were reported.,Assault,gould street and yonge street,"['gould street', 'yonge street']",16,4,15,10,Fall,2020,"43.657411127296, -79.38136126154417"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/10/security-incident-october-13/,Robbery: Suspect Arrested,"October 13, 2020",Nelson Mandela Walk and Gerrard Street East,2020-10-02 04:00:00,2020-10-02 04:15:00,"A member of the public reported to Ryerson Security that six individuals approached them and went through their belongings. The individuals struck them several times and slashed them on their arms with knives and then left the area. The individuals later approached the member of the public nearby and struck them with a water bottle and a skateboard. Medical assistance was provided by Security. Toronto Paramedic Services were notified, attended and escorted the member of the public to the hospital. Toronto Police Service was also notified and attended. Five of the individuals have been arrested.",Robbery,gerrard street east and nelson mandela walk,"['gerrard street east', 'nelson mandela walk']",4,5,2,10,Fall,2020,"43.65937181757632, -79.38079655980259"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/10/security-incident-october-11/,Criminal Harassment,"October 11, 2020",Dundas Street East and Victoria Street,2020-10-06 14:00:00,2020-10-06 14:30:00,"A Ryerson community member reported to Ryerson Security that an individual approached them and made inappropriate sexual comments towards them. The community member ignored the individual and left, but noticed the individual was following them. The community member joined a group nearby and the individual left the area. The community member declined assistance from Toronto Police Service.",Criminal Harassment,dundas street east and victoria street,"['dundas street east', 'victoria street']",14,2,6,10,Fall,2020,"43.65629025535696, -79.37957631384445"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/09/security-incident-september-29/,Assault,"September 29, 2020",Victoria Street and Gould Street,2020-09-26 00:00:00,2020-09-26 00:00:00,"A Ryerson community member reported to Ryerson Security that they witnessed a member of the public being kicked on their head by a group of individuals who then left the area. Security attended and offered medical assistance to the member of the public, but they declined. Toronto Police Service and Toronto Paramedic Services were notified, attended and left with the member of the public to the hospital.",Assault,gould street and victoria street,"['gould street', 'victoria street']",0,6,26,9,Fall,2020,"43.65768287052507, -79.38016088904517"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/09/security-incident-september-23-4/,Assault,"September 23, 2020",Victoria Street and Gould Street,2020-09-21 09:30:00,2020-09-21 09:30:00,"A Ryerson community member reported to Ryerson Security that an individual approached them asking for cigarettes. The community member ignored them. The individual picked up a plastic glove, threw it at the community member and threatened to spit on them. The community member declined medical assistance from Security. Toronto Police Service was notified and attended.",Assault,gould street and victoria street,"['gould street', 'victoria street']",9,1,21,9,Fall,2020,"43.65768287052507, -79.38016088904517"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/09/security-incident-september-23-3/,Assault,"September 23, 2020",Church Street and Gould Street,2020-09-20 15:45:00,2020-09-20 15:45:00,A Ryerson community member reported to Ryerson Security that an individual approached them yelling incoherently while they were in a group with other community members. The individual spat on the community member. Security attended and barred the individual from campus. The community member declined assistance from Toronto Police Service.,Assault,church street and gould street,"['church street', 'gould street']",15,7,20,9,Fall,2020,"43.658189627362574, -79.37782120191821"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/09/security-incident-september-23-2/,Assault,"September 23, 2020",Dundas Street and Yonge Street,2020-09-19 22:30:00,2020-09-19 22:30:00,Ryerson Security witnessed an individual shove a member of the public on their chest and leave the area. No visible injuries were reported. Toronto Police Service was notified.,Assault,dundas street and yonge street,"['dundas street', 'yonge street']",22,6,19,9,Fall,2020,"43.65633116175363, -79.38091825259052"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/09/security-incident-september-23/,Uttering Threats,"September 23, 2020",Nelson Mandela Walk and Gerrard Street East,2020-09-18 20:45:00,2020-09-18 20:45:00,"Ryerson Security witnessed an individual threaten to harm two members of the public. The members of the public left the area, and the individual was approached by security and barred from campus.",Uttering Threats,gerrard street east and nelson mandela walk,"['gerrard street east', 'nelson mandela walk']",20,5,18,9,Fall,2020,"43.65937181757632, -79.38079655980259"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/09/security-incident-september-15-3/,Assault: Suspect Arrested,"September 15, 2020",Gerrard Street East and Yonge Street,2020-09-12 12:30:00,2020-09-12 12:30:00,"A member of the public witnessed an individual grab the shoulders of another member of the public walking in the area. That member of the public yelled at the individual to release them and fled from the area. Toronto Police Service was notified, attended and arrested the individual.",Assault,gerrard street and yonge street,"['gerrard street', 'yonge street']",12,6,12,9,Fall,2020,"43.65908320758821, -79.38208988425687"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/09/security-incident-september-15-2/,Assault,"September 15, 2020",Gerrard Street East and Mutual Street,2020-09-09 17:30:00,2020-09-09 18:30:00,Toronto Police Service informed Ryerson Security that an individual punched a member of the public on their head.,Assault,gerrard street east and mutual street,"['gerrard street east', 'mutual street']",17,3,9,9,Fall,2020,"43.6601825227526, -79.37702572688684"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/09/security-incident-september-15/,Assault,"September 15, 2020",Yonge Street and Elm Street,2020-09-04 11:00:00,2020-09-04 11:00:00,Toronto Police Service informed Ryerson Security that an individual assaulted another with a knife.,Assault,elm street and yonge street,"['elm street', 'yonge street']",11,5,4,9,Fall,2020,"43.65788681851093, -79.38157427705393"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/09/security-incident-september-8-4/,Assault,"September 08, 2020",Yonge Street and Gould Street,2020-09-04 18:30:00,2020-09-04 19:00:00,Toronto Police Service informed Ryerson Security that an individual grabbed a member of the public’s arm.,Assault,gould street and yonge street,"['gould street', 'yonge street']",18,5,4,9,Fall,2020,"43.657411127296, -79.38136126154417"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/09/security-incident-september-8-3/,Assault: Suspect Arrested,"September 08, 2020",Gould Street and Yonge Street,2020-09-04 15:45:00,2020-09-04 15:45:00,"A Ryerson community member witnessed an individual brandish a knife towards a member of the public who was yelling in the area. Toronto Police Service was notified, attended and arrested the individual.",Assault,gould street and yonge street,"['gould street', 'yonge street']",15,5,4,9,Fall,2020,"43.657411127296, -79.38136126154417"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/09/security-incident-september-8-2/,Assault,"September 08, 2020",Gould Street and Yonge Street,2020-09-04 14:15:00,2020-09-04 14:15:00,"A Ryerson community member witnessed an individual throw a coffee cup towards a member of the public seated in the area, which missed them and spilled nearby. Ryerson Security attended and identified the individual as they were leaving campus. The member of the public declined assistance from Toronto Police Service.",Assault,gould street and yonge street,"['gould street', 'yonge street']",14,5,4,9,Fall,2020,"43.657411127296, -79.38136126154417"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/09/security-incident-september-8/,Assault,"September 08, 2020",Gould Street and Yonge Street,2020-09-04 12:15:00,2020-09-04 12:15:00,"A Ryerson community member witnessed an individual hit a member of the public on their shoulder. Ryerson Security attended, identified the individual and barred them from campus. No visible injuries were reported. The member of the public declined assistance from Toronto Police Service.",Assault,gould street and yonge street,"['gould street', 'yonge street']",12,5,4,9,Fall,2020,"43.657411127296, -79.38136126154417"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/09/security-incident-september-1-4/,Assault,"September 01, 2020",Yonge Street and Dundas Street,2020-08-29 23:45:00,2020-08-29 23:45:00,Toronto Police Service informed Ryerson Security that an individual stabbed another and left the area.,Assault,dundas street and yonge street,"['dundas street', 'yonge street']",23,6,29,8,Spring/Summer,2020,"43.65633116175363, -79.38091825259052"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/09/security-incident-september-1-3/,Criminal Harassment,"September 01, 2020",Gerrard Street East and Yonge Street,2020-08-29 12:30:00,2020-08-29 12:30:00,"A member of the public reported to Ryerson Security that an individual has been approaching them over the past three days, invading their personal space, making inappropriate sexual comments, refusing to leave when asked and threatening violence. Security attended and saw the individual leaving the area. The member of the public declined assistance from Toronto Police Service.",Criminal Harassment,gerrard street and yonge street,"['gerrard street', 'yonge street']",12,6,29,8,Spring/Summer,2020,"43.65908320758821, -79.38208988425687"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/09/security-incident-september-1-2/,Robbery,"September 01, 2020",Nelson Mandela Walk and Gerrard Street East,2020-08-28 16:00:00,2020-08-29 19:00:00,"A member of the public reported to Ryerson Security that an individual approached them asking to buy cigarettes. The member of the public refused, and the individual took the cigarettes from their hand. A struggle ensued and the member of the public recovered his cigarettes and the individual left the area. No visible injuries were reported. The member of the public declined assistance from Toronto Police Service.",Robbery,gerrard street east and nelson mandela walk,"['gerrard street east', 'nelson mandela walk']",16,5,28,8,Spring/Summer,2020,"43.65937181757632, -79.38079655980259"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/09/security-incident-september-1/,Assault,"September 01, 2020",Church Street and Gould Street,2020-08-28 14:30:00,2020-08-28 14:30:00,A Ryerson community member reported to Ryerson Security that an individual threw a cup filled with liquid towards them and then left the area. The community member declined assistance from Toronto Police Service.,Assault,church street and gould street,"['church street', 'gould street']",14,5,28,8,Spring/Summer,2020,"43.658189627362574, -79.37782120191821"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/08/security-incident-august-16/,Assault,"August 16, 2020",Gerrard Street East and Yonge Street,2020-08-07 18:00:00,2020-08-08 17:30:00,"Toronto Police Service informed Ryerson Security that while seated in the area, a member of the public was approached by an individual, kicked on their back and fell to the ground.",Assault,gerrard street and yonge street,"['gerrard street', 'yonge street']",18,5,7,8,Spring/Summer,2020,"43.65908320758821, -79.38208988425687"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/08/security-incident-august-5-2/,Assault,"August 05, 2020",Gould Street and O’Keefe Lane,2020-08-04 10:15:00,2020-08-04 10:30:00,A Ryerson community member reported to Ryerson Security that an individual approached them and attempted to hit them on their face. The community member blocked the assault and the individual left the area. The community member declined assistance from Toronto Police Service.,Assault,gould street and o’keefe lane,"['gould street', 'o’keefe lane']",10,2,4,8,Spring/Summer,2020,"43.657543705630616, -79.38073635225399"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/08/security-incident-august-5/,Assault,"August 05, 2020",Gould Street and Yonge Street,2020-08-03 11:30:00,2020-08-03 18:45:00,Toronto Police Service informed Ryerson Security that a member of the public was punched by an individual.,Assault,gould street and yonge street,"['gould street', 'yonge street']",11,1,3,8,Spring/Summer,2020,"43.657411127296, -79.38136126154417"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/07/security-incident-july31-2/,Uttering Threats,"July 31, 2020",Gold Street and Bond Street,2020-07-27 14:00:00,2020-07-27 14:00:00,A Ryerson community member reported to Security that they witnessed an individual threatening to harm a member of the public for refusing to provide them food. The community member intervened and asked the individual to leave. The individual then threatened to harm the community member and left the area. Both the community member and member of the public declined assistance from Toronto Police Service.,Uttering Threats,bond street and gould street,"['bond street', 'gould street']",14,1,27,7,Spring/Summer,2020,"43.65795810700874, -79.37897634514208"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/07/security-incident-july-31/,Assault,"July 31, 2020",Yonge Street and Gerrard Street,2020-07-23 00:15:00,2020-07-23 00:15:00,A member of the public reported to Ryerson Security that an individual grabbed them from behind while jogging. The individual then entered an unknown vehicle. The member of the public ran from the area and notified Security. No visible injuries were reported. The member of the public declined assistance from Toronto Police Service and Toronto Paramedic Services.,Assault,gerrard street and yonge street,"['gerrard street', 'yonge street']",0,4,23,7,Spring/Summer,2020,"43.65908320758821, -79.38208988425687"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/07/security-incident-july-20-2/,Assault,"July 20, 2020",Gerrard Street East and Mutual Street,2020-07-18 21:30:00,2020-07-18 21:45:00,A Ryerson community member reported to Ryerson Security that they and their friend were approached by an individual who hit the friend with an object. The community members ran from the area and notified Security. No visible injuries were reported. They declined assistance from Toronto Police Service and Toronto Paramedics Services.,Assault,gerrard street east and mutual street,"['gerrard street east', 'mutual street']",21,6,18,7,Spring/Summer,2020,"43.6601825227526, -79.37702572688684"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/07/security-incident-july-20/,Mischief,"July 20, 2020",Yonge Street and Gould Street,2020-07-17 14:45:00,2020-07-17 14:45:00,Ryerson Security observed an individual throw a cup towards a vehicle stopped at the traffic lights. The community member driving the vehicle confronted the individual and then left the area. Security approached the individual and barred them from campus.,Mischief,gould street and yonge street,"['gould street', 'yonge street']",14,5,17,7,Spring/Summer,2020,"43.657411127296, -79.38136126154417"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/07/security-incident-july-13-2/,Assault: Suspect Arrested,"July 13, 2020",Gould Street and Yonge Street,2020-07-11 01:45:00,2020-07-11 01:45:00,Ryerson Security observed a member of the public being punched and kicked by an individual. Toronto Police Service and Toronto Paramedic Services were notified and attended. The member of the public sustained injuries and was provided medical assistance by the paramedics. The individual was located and arrested by Toronto Police Service.,Assault,gould street and yonge street,"['gould street', 'yonge street']",1,6,11,7,Spring/Summer,2020,"43.657411127296, -79.38136126154417"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/07/security-incident-july-13/,Assault,"July 13, 2020",Yonge Street and Gerrard Street,2020-07-09 17:30:00,2020-07-09 17:30:00,"Ryerson Security observed a member of the public being shoved by an individual who was yelling. The member of the public left the area, and soon after the individual also left the area. Toronto Police Service was notified.",Assault,gerrard street and yonge street,"['gerrard street', 'yonge street']",17,4,9,7,Spring/Summer,2020,"43.65908320758821, -79.38208988425687"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/07/security-incident-july-8/,Assault,"July 08, 2020",Victoria Street and Dundas Street East,2020-07-06 14:15:00,2020-07-06 14:30:00,Toronto Police Service informed Ryerson Security that a member of the public was stabbed by two individuals and taken to hospital by Toronto Paramedic Services.,Assault,dundas street east and victoria street,"['dundas street east', 'victoria street']",14,1,6,7,Spring/Summer,2020,"43.65629025535696, -79.37957631384445"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/07/security-incident-july-6/,Assault: Suspect Arrested,"July 06, 2020",Gould Street and Yonge Street,2020-06-30 22:45:00,2020-06-30 22:45:00,A member of the public reported to Ryerson Security that they were approached by two individuals who kicked and punched them and then left the area. The member of the public sustained injuries and was provided medical assistance by Security. Toronto Police Service and Toronto Paramedic Services were notified and attended.,Assault,gould street and yonge street,"['gould street', 'yonge street']",22,2,30,6,Spring/Summer,2020,"43.657411127296, -79.38136126154417"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/06/security-incident-june-25-2/,Uttering Threats,"June 25, 2020",Gould Street and Yonge Street,2020-06-19 08:45:00,2020-06-19 08:45:00,"A Ryerson community member reported to Ryerson Security that they were approached by an individual who yelled at them, threatened to harm them and then left the area. Security attended the area and barred the individual from campus. The community member declined assistance from Toronto Police Service.",Uttering Threats,gould street and yonge street,"['gould street', 'yonge street']",8,5,19,6,Spring/Summer,2020,"43.657411127296, -79.38136126154417"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/06/security-incident-june-25/,Uttering Threats,"June 25, 2020",Gould Street and Yonge Street,2020-06-18 11:15:00,2020-06-18 11:15:00,Ryerson community members reported to Ryerson Security that they were approached by an individual who threatened to harm them and then left the area. The community members declined assistance from Toronto Police Service.,Uttering Threats,gould street and yonge street,"['gould street', 'yonge street']",11,4,18,6,Spring/Summer,2020,"43.657411127296, -79.38136126154417"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/06/security-incident-june-17/,Toronto Police Service News Release,"June 17, 2020",Yonge Street and Gerrard Street West,2020-06-11 09:15:00,2020-06-14 19:00:00,Toronto Police Service has published a news release regarding a sexual assault investigation and are seeking assistance from the community.,Sexual Assault,gerrard street and yonge street,"['gerrard street', 'yonge street']",9,4,11,6,Spring/Summer,2020,"43.65908320758821, -79.38208988425687"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/05/security-incident-may-28/,Assault,"May 28, 2020",Bond Street and Dundas Street East,2020-05-24 16:45:00,2020-05-24 16:45:00,"Ryerson Security observed an individual walking along the street, yelling and spitting towards passersby. The individual was escorted off campus and barred.",Assault,bond street and dundas street east,"['bond street', 'dundas street east']",16,7,24,5,Spring/Summer,2020,"43.65626355870508, -79.37830993397347"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/05/security-incident-may-24/,Assault,"May 24, 2020",Gerrard Street and Yonge Street,2020-05-16 01:45:00,2020-05-16 01:45:00,Toronto Police Service reported to Ryerson Security that an individual approached a passerby and punched them.,Assault,gerrard street and yonge street,"['gerrard street', 'yonge street']",1,6,16,5,Spring/Summer,2020,"43.65908320758821, -79.38208988425687"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/04/security-incident-april-29/,Indecent Act,"April 29, 2020",Victoria Street and Dundas Street East,2020-04-28 07:30:00,2020-04-28 07:30:00,"Ryerson Security observed an individual masturbating. Security attended, identified the individual and barred them from campus.",Indecent Act,dundas street east and victoria street,"['dundas street east', 'victoria street']",7,2,28,4,Winter,2020,"43.65629025535696, -79.37957631384445"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/04/security-incident-april-1-4/,Toronto Police Service News Release,"April 01, 2020",Mattamy Athletic Centre,2020-02-29 21:00:00,2020-03-31 11:00:00,Toronto Police Service has published a news release regarding an attempted child abduction investigation and are seeking assistance from the community.,Child Abduction,mattamy athletic centre,['building'],21,6,29,2,Winter,2020,"43.662198671612614, -79.3803328438783"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/04/security-incident-april-1-3/,Assault,"April 01, 2020",O’Keefe Lane and Gould Street,2020-03-21 19:30:00,2020-03-21 19:30:00,"Ryerson Security found a member of the public lying on the ground and provided medical assistance. Toronto Police Service and Toronto Paramedic Services were notified and attended. To learn more, read the March 23 Toronto Police Service News Release.",Assault,gould street and o’keefe lane,"['gould street', 'o’keefe lane']",19,6,21,3,Winter,2020,"43.657543705630616, -79.38073635225399"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/04/security-incident-april-1-2/,Uttering Threats,"April 01, 2020",O’Keefe Lane and Gould Street,2020-03-17 18:30:00,2020-03-17 18:30:00,"A Ryerson community guest reported to Ryerson Security that two individuals approached them asking for a cigarette. When the community guest refused, the individuals threatened to harm them with a glass bottle. The community guest left the area towards a nearby building. Security attended, but the individuals had already left campus. The community guest declined assistance from Toronto Police Service.",Uttering Threats,gould street and o’keefe lane,"['gould street', 'o’keefe lane']",18,2,17,3,Winter,2020,"43.657543705630616, -79.38073635225399"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/04/security-incident-april-1/,Criminal Harassment,"April 01, 2020",Church Street and Gould Street,2020-03-11 11:45:00,2020-03-11 00:45:00,A Ryerson community member reported that an individual was aiming a camera at them. The community member told the individual not to take their photo and continued heading into a nearby building. The individual followed the community member and then left the area. The community member declined assistance from Toronto Police Service.,Criminal Harassment,church street and gould street,"['church street', 'gould street']",11,3,11,3,Winter,2020,"43.658189627362574, -79.37782120191821"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/03/security-incident-march-29-2/,Assault,"March 29, 2020",Yonge Street and College Street,2020-03-16 09:15:00,2020-03-16 10:00:00,"A Ryerson community member reported to Ryerson Security that an individual spat towards them, kicked them in the back and then left the area. No visible injuries were reported. The community member declined assistance from Toronto Police Service.",Assault,college street and yonge street,"['college street', 'yonge street']",9,1,16,3,Winter,2020,"43.66137772332076, -79.38310163899247"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/03/security-incident-march-29/,Indecent Act,"March 29, 2020",Student Learning Centre,2020-03-12 20:30:00,2020-03-12 20:30:00,"A Ryerson community member reported to Ryerson Security that an individual was seated in the area masturbating, and soon after left the area. Security attended but the individual was not located. The community member informed Security they would notify Toronto Police Service.",Indecent Act,student learning centre,['building'],20,4,12,3,Winter,2020,"43.657812498079906, -79.38112441739146"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/03/security-incident-march-10/,Assault,"March 10, 2020",Victoria Street and Dundas Street East,2020-03-06 19:30:00,2020-03-06 19:30:00,A Ryerson community member reported to Ryerson Security that an individual brandished a sharp object while walking towards them. The community member immediately entered a nearby building and notified Security. Security attended but the individual was not located. The community member declined assistance from Toronto Police Service.,Assault,dundas street east and victoria street,"['dundas street east', 'victoria street']",19,5,6,3,Winter,2020,"43.65629025535696, -79.37957631384445"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/03/security-incident-march-9-3/,Sexual Assault,"March 09, 2020",Yonge Street and Gould Street,2020-03-05 12:15:00,2020-03-05 15:45:00,A Ryerson community member reported to Ryerson Security that an individual touched them without consent and then left the area. Toronto Police Service were notified and attended.,Sexual Assault,gould street and yonge street,"['gould street', 'yonge street']",12,4,5,3,Winter,2020,"43.657411127296, -79.38136126154417"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/03/security-incident-march-9-2/,Assault,"March 09, 2020",Dundas Street East and Jarvis Street,2020-03-03 16:45:00,2020-03-03 17:00:00,A Ryerson community member reported to Ryerson Security that an individual shoved them causing them to fall on the ground and then left the area. No visible injuries were reported. The community member declined assistance from Toronto Police Service.,Assault,dundas street east and jarvis street,"['dundas street east', 'jarvis street']",16,2,3,3,Winter,2020,"43.65709201237056, -79.37455939161563"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/03/security-incident-march-9/,Sexual Assault,"March 09, 2020",Gould Street and Victoria Street,2020-02-07 08:30:00,2020-03-03 14:30:00,A Ryerson community member reported to Ryerson Security that an individual touched them without consent and then left the area. The community member declined assistance from Toronto Police Service.,Sexual Assault,gould street and victoria street,"['gould street', 'victoria street']",8,5,7,2,Winter,2020,"43.65768287052507, -79.38016088904517"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/03/security-incident-march-1-3/,Toronto Police Service News Release,"March 01, 2020",Victoria Street and Dundas Street East,2020-02-26 16:45:00,2020-02-27 14:00:00,Toronto Police Service has published a news release regarding suspected fentanyl overdoses.,Overdose,dundas street east and victoria street,"['dundas street east', 'victoria street']",16,3,26,2,Winter,2020,"43.65629025535696, -79.37957631384445"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/03/security-incident-march-1-2/,Sexual Assault,"March 01, 2020",Dundas Street and Yonge Street,2020-02-26 10:00:00,2020-02-26 11:30:00,"A Ryerson community member reported to Ryerson Security that they witnessed an individual touch a community member without consent. The individual then spat at the community member who had been touched, pushed up against them and then left the area. The community member declined assistance from Toronto Police Service.",Sexual Assault,dundas street and yonge street,"['dundas street', 'yonge street']",10,3,26,2,Winter,2020,"43.65633116175363, -79.38091825259052"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/03/security-incident-march-1/,Assault,"March 01, 2020",Gould Street and Yonge Street,2020-02-24 22:45:00,2020-02-24 22:45:00,"A Ryerson community member reported to Ryerson Security that an individual punched them, spat at them and then threw objects they found in the area at them. The community member sustained some visible injuries, but declined medical assistance from Toronto Paramedic Services and Security. Toronto Police Service were notified and attended.",Assault,gould street and yonge street,"['gould street', 'yonge street']",22,1,24,2,Winter,2020,"43.657411127296, -79.38136126154417"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/02/security-incident-february-27/,Assault,"February 27, 2020",Yonge Street and Elm Street,2020-02-24 17:15:00,2020-02-24 17:30:00,"A Ryerson community member reported to Ryerson Security that an individual knocked their hat off their head. The individual then jumped towards the community member with their hands outstretched, but the community member was able to defend themself and leave the area. The community member declined assistance from Toronto Police Service.",Assault,elm street and yonge street,"['elm street', 'yonge street']",17,1,24,2,Winter,2020,"43.65788681851093, -79.38157427705393"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/02/security-incident-february-18-3/,Assault,"February 18, 2020",Library building,2020-02-16 11:30:00,2020-02-16 11:30:00,"A member of the public reported to Ryerson Security that they had asked two individuals to keep their volume down. The individuals approached them, threatened to harm them and elbowed them on their arm. The member of the public left the area and notified Security. Security attended the building and could not locate the individuals. No visible injuries were reported. The member of the public declined assistance from Toronto Police Service.",Assault,library,['building'],11,7,16,2,Winter,2020,"43.65779910775733, -79.38040100856098"
