incident_url,title,date,location_of_incident,date_of_incident,date_reported,incident_details,incident,loi_standardized,extracted_streets,doi_hour,doi_weekday,doi_day,doi_month,doi_semester,doi_year,coordinates
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/10/security-incident-october-27/,Sexual Assault: Suspect Arrested,"October 27, 2022",Gould Street and Victoria Street,2022-10-22 12:00:00,2022-10-22 12:00:00,TMU Security witnessed an individual grope a TMU community member’s buttock  without consent. Toronto Police Service were notified and arrested the individual.,Sexual Assault,gould street and victoria street,"['gould street', 'victoria street']",12,6,22,10,Fall,2022,"43.65768287052507, -79.38016088904517"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/10/security-incident-october-26/,Sexual Assault: Suspect Arrested,"October 27, 2022",Kerr Hall East,2022-10-26 18:30:00,2022-10-26 19:45:00,"A TMU community member reported to TMU Security that an individual sexually assaulted them in a Kerr Hall East washroom. Toronto Police Service was notified, attended, and arrested the individual on October 28, 2022.",Sexual Assault,kerr hall,['building'],18,3,26,10,Fall,2022,"43.65872884886123, -79.37931214174546"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/10/security-incident-october-20-2/,Criminal Harassment: Suspect Arrested,"October 20, 2022",Sheldon & Tracy Levy Student Learning Centre,2022-10-18 08:30:00,2022-10-18 08:30:00,A TMU community member reported to TMU Security that an individual approached them and repeatedly asked for their class location and also for them to come to their apartment. Security attended and arrested the individual. Toronto Police Service were notified and attended.,Criminal Harassment,student learning centre,['building'],8,2,18,10,Fall,2022,"43.657812498079906, -79.38112441739146"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/10/security-incident-october-20/,Assault,"October 20, 2022",Gould Street and Victoria Street,2022-10-17 12:45:00,2022-10-17 12:45:00,TMU community members reported to TMU Security that an individual attempted to hit them with bags and then left the area. The community members declined assistance from Toronto Police Service.,Assault,gould street and victoria street,"['gould street', 'victoria street']",12,1,17,10,Fall,2022,"43.65768287052507, -79.38016088904517"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/10/security-incident-october-18/,Assault,"October 18, 2022",Gould Street and Yonge Street,2022-10-10 21:30:00,2022-10-13 17:45:00,Toronto Police Service reported to TMU Security that a member of the public was hit with a baseball bat and a firearm brandished.,Assault,gould street and yonge street,"['gould street', 'yonge street']",21,1,10,10,Fall,2022,"43.657411127296, -79.38136126154417"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/10/security-incident-october-6-3/,Assault,"October 06, 2022",Gould Street and Bond Street,2022-10-05 08:15:00,2022-10-05 10:45:00,A TMU community member reported to TMU Security that an individual threw a vape pen at them and hit them on the back of their head. No visible injuries were reported. The community member declined assistance from Toronto Police Service.,Assault,bond street and gould street,"['bond street', 'gould street']",8,3,5,10,Fall,2022,"43.65795810700874, -79.37897634514208"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/10/security-incident-october-6-2/,Voyeurism,"October 06, 2022",Kerr Hall North,2022-10-04 16:15:00,2022-10-04 16:15:00,"A TMU community member reported to TMU Security that while using the washroom, they noticed an individual pointing a cellphone towards them from the adjacent stall without their consent. The individual then left. The community member advised they would seek assistance from Toronto Police Service.",Voyeurism,kerr hall,['building'],16,2,4,10,Fall,2022,"43.65872884886123, -79.37931214174546"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/10/security-incident-october-6/,Robbery,"October 06, 2022",Church Street and Gerrard Street East,2022-09-29 13:30:00,2022-09-29 13:30:00,"A TMU community guest reported to TMU Security that an individual demanded their phone, chased them and attempted to push them before a community member intervened and the individual left. Security attended the area, but could not locate the individual. The community guest declined assistance from Toronto Police Service.",Robbery,church street and gerrard street,"['church street', 'gerrard street']",13,4,29,9,Fall,2022,"43.65985897345095, -79.37850762740992"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/09/security-incident-september-29-2/,Assault,"September 29, 2022",Gould Street and Victoria Street,2022-09-27 07:45:00,2022-09-27 07:45:00,A TMU community member reported to TMU Security that an individual kicked them in the back. Security attended and located the individual leaving campus. The community member advised they would consider seeking assistance from Toronto Police Service.,Assault,gould street and victoria street,"['gould street', 'victoria street']",7,2,27,9,Fall,2022,"43.65768287052507, -79.38016088904517"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/09/security-incident-september-29/,Sexual Assault: Suspect Arrested,"September 29, 2022",Yonge Street and Gould Street,2022-09-25 20:00:00,2022-09-25 20:30:00,Toronto Police Service reported to TMU Security that an individual groped without consent the buttocks of a member of the public. Toronto Police Service located the individual and arrested them.,Sexual Assault,gould street and yonge street,"['gould street', 'yonge street']",20,7,25,9,Fall,2022,"43.657411127296, -79.38136126154417"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/09/security-incident-september-26-5/,Indecent Act,"September 26, 2022",Gerrard Street East and Mutual Street,2022-09-23 08:00:00,2022-09-23 08:00:00,"TMU community members reported to TMU Security they witnessed an individual masturbating inside a van. Security attended, but the individual had already left campus.",Indecent Act,gerrard street east and mutual street,"['gerrard street east', 'mutual street']",8,5,23,9,Fall,2022,"43.6601825227526, -79.37702572688684"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/09/security-incident-september-26-4/,Robbery,"September 26, 2022",Gerrard Street East and Yonge Street,2022-09-22 12:15:00,2022-09-22 12:15:00,"A member of the public reported to TMU Security that an individual demanded their phone and brandished a knife. The member of the public immediately left the area and notified security. Security attended the area, but could not locate the individual. Toronto Police Service were notified and attended.",Robbery,gerrard street and yonge street,"['gerrard street', 'yonge street']",12,4,22,9,Fall,2022,"43.65908320758821, -79.38208988425687"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/09/security-incident-september-26-3/,Indecent Act,"September 26, 2022",Dundas Street West and Bay Street,2022-09-21 16:00:00,2022-09-21 16:00:00,"A member of the public reported to TMU Security that they witnessed an individual masturbating. Security attended, but the individual had already left the area.",Indecent Act,bay street and dundas street west,"['bay street', 'dundas street west']",16,3,21,9,Fall,2022,"43.65574103459671, -79.38374020371472"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/09/security-incident-september-26-2/,Assault,"September 26, 2022",Gould Street and Bond Street,2022-09-21 12:00:00,2022-09-23 22:30:00,A TMU community member reported to TMU Security that an individual swung their arms towards their face but did not make contact and immediately left the area. The community member declined assistance from Toronto Police Service.,Assault,bond street and gould street,"['bond street', 'gould street']",12,3,21,9,Fall,2022,"43.65795810700874, -79.37897634514208"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/09/security-incident-september-26/,Assault,"September 26, 2022",Dundas Street East and Church Street,2022-09-18 07:45:00,2022-09-19 15:45:00,A member of the public reported to TMU Security that an individual had been stabbed and that Toronto Police Service had been notified and attended.,Assault,church street and dundas street east,"['church street', 'dundas street east']",7,7,18,9,Fall,2022,"43.65650076033603, -79.37713412637842"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/09/security-incident-september-25-6/,Assault,"September 25, 2022",Gould Street and Yonge Street,2022-09-22 03:00:00,2022-09-22 03:00:00,Two members of the public reported to TMU Security that they witnessed an individual punch a member of the public when the member of the public denied their request for a charger. Both the individual and the member of the public then left the area.,Assault,gould street and yonge street,"['gould street', 'yonge street']",3,4,22,9,Fall,2022,"43.657411127296, -79.38136126154417"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/09/security-incident-september-25-5/,Assault,"September 25, 2022",Yonge-Dundas Square building,2022-09-19 08:45:00,2022-09-19 08:45:00,"A TMU community member reported to TMU Security that an individual jumped towards them and threatened to harm them. The community member immediately left the area and notified security. Security attended the area, but could not locate the individual. Toronto Police Service were notified and attended.",Assault,dundas square,['building'],8,1,19,9,Fall,2022,"43.656107306160074, -79.38017906665567"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/09/security-incident-september-25-4/,Assault,"September 25, 2022",Gould Street and Victoria Street,2022-09-19 05:45:00,2022-09-19 05:45:00,TMU Security observed an individual kick a member of the public on their back and leave the area. The member of the public declined assistance from Security or Toronto Police Service.,Assault,gould street and victoria street,"['gould street', 'victoria street']",5,1,19,9,Fall,2022,"43.65768287052507, -79.38016088904517"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/09/security-incident-september-25-3/,Assault: Suspect Arrested,"September 25, 2022",Nelson Mandela Walk and Gerrard Street East,2022-09-16 16:30:00,2022-09-16 16:30:00,"A member of the public reported to TMU Security that an individual brandished a knife and hit the member of the public with their shoulder when the member of the public denied a request for a cigarette. Security attended and found the individual seated in the area threatening passersby while holding a knife. Toronto Police Service were notified, attended and arrested the individual. No visible injuries were reported.",Assault,gerrard street east and nelson mandela walk,"['gerrard street east', 'nelson mandela walk']",16,5,16,9,Fall,2022,"43.65937181757632, -79.38079655980259"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/09/security-incident-september-25-2/,Assault,"September 25, 2022",Victoria Street and Dundas Street East,2022-09-15 17:45:00,2022-09-15 17:45:00,"TMU Security observed an individual take a cane from a member of the public and swing it towards another member of the public, but did not make contact. The individual then left the area. The members of the public declined assistance from security or Toronto Police Service.",Assault,dundas street east and victoria street,"['dundas street east', 'victoria street']",17,4,15,9,Fall,2022,"43.65629025535696, -79.37957631384445"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/09/security-incident-september-25/,Sexual Assault,"September 25, 2022",Gould Street and Bond Street,2022-09-12 14:30:00,2022-09-13 12:15:00,"A TMU community member reported to TMU Security that an individual sexually harassed them by pressuring them to provide their contact information, sexualizing them and grabbing their hand without consent. The community member advised they would consider seeking assistance from Toronto Police Service.",Sexual Assault,bond street and gould street,"['bond street', 'gould street']",14,1,12,9,Fall,2022,"43.65795810700874, -79.37897634514208"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/09/security-incident-september-8/,Toronto Police Service News Release,"September 08, 2022",Yonge Street and Dundas Street,2022-09-01 23:00:00,2022-09-08 06:00:00,Toronto Police Service has published a news release regarding a robbery investigation and are seeking assistance from the community.,Robbery,dundas street and yonge street,"['dundas street', 'yonge street']",23,4,1,9,Fall,2022,"43.65633116175363, -79.38091825259052"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/09/security-incident-september-7/,Robbery,"September 07, 2022",Church Street and Gould Street,2022-09-04 11:30:00,2022-09-04 11:30:00,A member of the public reported to TMU Security that an individual punched and kicked them and stole their belongings. Security located the individual running away and barred them from campus. The member of the public sustained visible injuries and Security provided medical assistance. Toronto Paramedic Services and Toronto Police Service were notified and attended.,Robbery,church street and gould street,"['church street', 'gould street']",11,7,4,9,Fall,2022,"43.658189627362574, -79.37782120191821"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/09/security-incident-september-1/,Indecent Act,"September 01, 2022",Bond Street and Gould Street,2022-08-31 17:00:00,2022-08-31 17:00:00,TMU Security witnessed an individual masturbating. Security approached them and barred them from campus.,Indecent Act,bond street and gould street,"['bond street', 'gould street']",17,3,31,8,Spring/Summer,2022,"43.65795810700874, -79.37897634514208"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/08/security-incident-august-25-2/,Assault,"August 25, 2022",Victoria Street and Dundas Street East,2022-08-23 15:45:00,2022-08-23 15:45:00,"TMU Security witnessed an individual running towards a member of the public and grabbing their throat. Security intervened, and the individual fled from the area. No visible injuries were reported. The member of the public declined assistance from Toronto Police Service.",Assault,dundas street east and victoria street,"['dundas street east', 'victoria street']",15,2,23,8,Spring/Summer,2022,"43.65629025535696, -79.37957631384445"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/08/security-incident-august-25/,Robbery,"August 25, 2022",Victoria Street and Dundas Street East,2022-08-13 08:45:00,2022-08-13 09:00:00,A member of the public reported to TMU Security that an individual kicked them and stole their belongings. The member of the public sustained visible injuries and Security  provided medical assistance. Toronto Paramedic Services and Toronto Police Service were notified and attended.,Robbery,dundas street east and victoria street,"['dundas street east', 'victoria street']",8,6,13,8,Spring/Summer,2022,"43.65629025535696, -79.37957631384445"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/08/security-incident-august-23-2/,Assault,"August 23, 2022",Gould Street and Victoria Street,2022-08-18 11:30:00,2022-08-18 11:45:00,"A TMU community member reported to TMU Security that an individual approached them, kicked them on their arm and leg, and then left the area. No visible injuries were reported. The community member declined assistance from Toronto Police Service.",Assault,gould street and victoria street,"['gould street', 'victoria street']",11,4,18,8,Spring/Summer,2022,"43.65768287052507, -79.38016088904517"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/08/security-incident-august-23/,Criminal Harassment,"August 23, 2022",Sheldon & Tracy Levy Student Learning Centre,2022-08-16 15:30:00,2022-08-17 15:15:00,"A TMU community member reported to TMU Security that after providing an individual with assistance, the individual located them on social media and repeatedly messaged them inappropriate messages throughout the day. The community member notified Toronto Police Service.",Criminal Harassment,student learning centre,['building'],15,2,16,8,Spring/Summer,2022,"43.657812498079906, -79.38112441739146"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/08/security-incident-august-17/,Indecent Act,"August 17, 2022",Kerr Hall Quad,2022-08-15 05:45:00,2022-08-15 05:45:00,TMU Security witnessed an individual masturbating. Security approached them and barred them from campus.,Indecent Act,kerr hall,['building'],5,1,15,8,Spring/Summer,2022,"43.65872884886123, -79.37931214174546"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/08/security-incident-august-15/,Assault,"August 15, 2022",Church Street and Dundas Street East,2022-08-10 01:45:00,2022-08-10 01:45:00,A TMU community member reported to TMU Security that an individual approached them speaking incoherently. The community member asked the individual to leave them alone and the individual ran towards them. The community member immediately left the area. Security attended and barred the individual from campus. The community member declined assistance from Toronto Police Service.,Assault,church street and dundas street east,"['church street', 'dundas street east']",1,3,10,8,Spring/Summer,2022,"43.65650076033603, -79.37713412637842"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/08/security-incident-august-14/,Robbery,"August 14, 2022",Victoria Street and Gould Street,2022-08-09 17:30:00,2022-08-09 20:45:00,"Toronto Police Service reported to TMU Security that a member of the public was  approached by two individuals who brandished a firearm, took the member of the public’s belongings and left the area.",Robbery,gould street and victoria street,"['gould street', 'victoria street']",17,2,9,8,Spring/Summer,2022,"43.65768287052507, -79.38016088904517"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/08/security-incident-august-3/,Assault: Suspect Arrested,"August 03, 2022",Gould Street and Yonge Street,2022-08-03 00:30:00,2022-08-03 00:30:00,"TMU community members reported to TMU Security witnessing an individual punching a member of the public and hitting them with a glass bottle. Security attended and disrupted the assault. Toronto Police Service were notified, attended and arrested the individual. The member of the public sustained visible injuries and was provided medical assistance by Toronto Paramedic Services.",Assault,gould street and yonge street,"['gould street', 'yonge street']",0,3,3,8,Spring/Summer,2022,"43.657411127296, -79.38136126154417"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/08/security-incident-august-2-4/,Indecent Act,"August 02, 2022",300 Victoria Street,2022-08-01 17:45:00,2022-08-01 17:45:00,TMU Security witnessed an individual masturbating. Security approached them and barred them from campus.,Indecent Act,gould street and victoria street,"['gould street', 'victoria street']",17,1,1,8,Spring/Summer,2022,"43.65768287052507, -79.38016088904517"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/08/security-incident-august-2-3/,Indecent Act,"August 02, 2022",Bond and Gould Street,2022-07-31 15:00:00,2022-07-31 15:00:00,"A member of the public reported to TMU Security that they had witnessed an individual masturbating. Security attended, identified the individual and escorted them from campus. The member of the public declined assistance from Toronto Police Service.",Indecent Act,bond street and gould street,"['bond street', 'gould street']",15,7,31,7,Spring/Summer,2022,"43.65795810700874, -79.37897634514208"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/08/security-incident-august-2-2/,Indecent Act,"August 02, 2022",Kerr Hall Quad,2022-07-29 13:45:00,2022-07-29 13:45:00,A member of the public reported to TMU Security that they had witnessed an individual masturbating. Security attended and barred the individual from campus. The member of the public declined assistance from Toronto Police Service.,Indecent Act,kerr hall,['building'],13,5,29,7,Spring/Summer,2022,"43.65872884886123, -79.37931214174546"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/08/security-incident-august-2/,Assault,"August 02, 2022",Victoria Street and Dundas Street East,2022-07-28 10:30:00,2022-07-28 10:30:00,A TMU community guest reported to TMU Security that an individual punched them in their chest. The community guest left the area and notified security. Security attended but the individual had already left the area. No visible injuries were reported. The community guest declined assistance from Toronto Police Service.,Assault,dundas street east and victoria street,"['dundas street east', 'victoria street']",10,4,28,7,Spring/Summer,2022,"43.65629025535696, -79.37957631384445"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/07/security-incident-july-26-2/,Assault,"July 26, 2022",Yonge Street and Elm Street,2022-07-25 17:15:00,2022-07-25 17:30:00,"A member of the public reported to TMU Security that they witnessed two individuals punching and kicking a member, and then left the area. The assaulted member of the public sustained visible injuries, but declined Toronto Paramedic Services and Toronto Police Service assistance.",Assault,elm street and yonge street,"['elm street', 'yonge street']",17,1,25,7,Spring/Summer,2022,"43.65788681851093, -79.38157427705393"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/07/security-incident-july-26/,Assault,"July 26, 2022",Victoria Street and Dundas Street East,2022-07-25 12:00:00,2022-07-25 12:00:00,A TMU community member reported to TMU Security that an individual pushed them. The community member left the area and notified security. Security attended but the individual had already left the campus. The community member declined assistance from Toronto Police Service.,Assault,dundas street east and victoria street,"['dundas street east', 'victoria street']",12,1,25,7,Spring/Summer,2022,"43.65629025535696, -79.37957631384445"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/07/security-incident-july-21-2/,Assault: Suspect Arrested,"July 21, 2022",Gould Street and Yonge Street,2022-07-20 20:45:00,2022-07-20 20:45:00,TMU Security witnessed an individual brandishing a knife towards a member of the public. Toronto Police Service were notified and arrested the individual.,Assault,gould street and yonge street,"['gould street', 'yonge street']",20,3,20,7,Spring/Summer,2022,"43.657411127296, -79.38136126154417"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/07/security-incident-july-21/,Indecent Act,"July 21, 2022",Tim Hortons at the Yonge-Dundas Square building,2022-07-18 12:15:00,2022-07-18 13:15:00,TMU community guests reported to TMU Security that they had witnessed an individual masturbating. The community guests declined assistance from Toronto Police Service.,Indecent Act,dundas square,['building'],12,1,18,7,Spring/Summer,2022,"43.656107306160074, -79.38017906665567"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/07/security-incident-july-18-2/,Assault: Suspect Arrested,"July 18, 2022",Victoria Street and Dundas Street East,2022-07-17 13:30:00,2022-07-17 13:30:00,Toronto Police Service informed TMU Security that an individual brandished a firearm towards members of the public. The individual was located and arrested.,Assault,dundas street east and victoria street,"['dundas street east', 'victoria street']",13,7,17,7,Spring/Summer,2022,"43.65629025535696, -79.37957631384445"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/07/security-incident-july-18/,Sexual Assault,"July 18, 2022",Gould Street and Bond Street,2022-07-16 18:15:00,2022-07-16 18:15:00,"A TMU community member reported to TMU Security that an individual sexually harassed them as well touched them without consent.  A member of the public intervened and the individual yelled at them, and attempted to rob them of their phone. Security attended and barred the individual from campus. The community member and the member of the public declined assistance from Toronto Police Service.",Sexual Assault,bond street and gould street,"['bond street', 'gould street']",18,6,16,7,Spring/Summer,2022,"43.65795810700874, -79.37897634514208"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/07/security-incident-july-13-2/,Indecent Act,"July 13, 2022",Bond Street and Gould Street,2022-07-12 18:45:00,2022-07-12 18:45:00,TMU Security witnessed an individual masturbating. Security approached them and barred them from campus.,Indecent Act,bond street and gould street,"['bond street', 'gould street']",18,2,12,7,Spring/Summer,2022,"43.65795810700874, -79.37897634514208"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/07/security-incident-july-13/,Robbery,"July 13, 2022",Nelson Mandela Walk and Gould Street,2022-07-03 22:30:00,2022-07-08 05:45:00,Toronto Police Service informed TMU Security that a member of the public was robbed by three individuals.,Robbery,gould street and victoria street,"['gould street', 'victoria street']",22,7,3,7,Spring/Summer,2022,"43.65768287052507, -79.38016088904517"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/07/security-incident-july-11/,Assault: Suspect Arrested,"July 11, 2022",Gould Street and Yonge Street,2022-07-08 20:45:00,2022-07-08 20:45:00,TMU Security witnessed an individual punch two members of the public and attempt to punch another member of the public. Security approached the individual and arrested them. No visible injuries were reported. Toronto Police Service were notified and attended.,Assault,gould street and yonge street,"['gould street', 'yonge street']",20,5,8,7,Spring/Summer,2022,"43.657411127296, -79.38136126154417"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/07/security-incident-july-3/,Toronto Police Service News Release,"July 03, 2022",Yonge Street and Dundas Street,2022-06-28 19:30:00,2022-06-29 19:30:00,Toronto Police Service has published a news release regarding a stabbing investigation and are seeking assistance from the community.,Assault,dundas street and yonge street,"['dundas street', 'yonge street']",19,2,28,6,Spring/Summer,2022,"43.65633116175363, -79.38091825259052"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/06/security-incident-june-29-2/,Indecent Act,"June 29, 2022",Church Street and Gould Street,2022-06-26 06:15:00,2022-06-26 06:15:00,TMU Security witnessed an individual masturbating who then engaged in an indecent act with another individual. Both individuals then left campus.,Indecent Act,church street and gould street,"['church street', 'gould street']",6,7,26,6,Spring/Summer,2022,"43.658189627362574, -79.37782120191821"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/06/security-incident-june-29/,Indecent Act,"June 29, 2022",Bond Street and Dundas Street East,2022-06-25 23:45:00,2022-06-25 23:45:00,TMU Security witnessed an individual masturbating. Security approached them and they left campus.,Indecent Act,bond street and dundas street east,"['bond street', 'dundas street east']",23,6,25,6,Spring/Summer,2022,"43.65626355870508, -79.37830993397347"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/06/security-incident-june-27/,Sexual Assault,"June 27, 2022",Gould Street and Victoria Street,2022-06-23 11:45:00,2022-06-23 11:45:00,"A TMU community member reported to TMU Security that an individual sexually assaulted them by touching them without consent and verbally sexually harassed them. Security attended the area, found the individual exposed and barred them from campus. Toronto Police Service were notified and attended.",Sexual Assault,gould street and victoria street,"['gould street', 'victoria street']",11,4,23,6,Spring/Summer,2022,"43.65768287052507, -79.38016088904517"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/06/security-incident-june-23/,Sexual Assault,"June 23, 2022",Kerr Hall building,2022-06-01 19:30:00,2022-06-02 15:00:00,A TMU community member reported to TMU Security that an individual touched them without consent. The community member declined assistance from Toronto Police Service.,Sexual Assault,kerr hall,['building'],19,3,1,6,Spring/Summer,2022,"43.65872884886123, -79.37931214174546"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/06/security-incident-june-13-3/,Assault,"June 13, 2022",Nelson Mandela Walk and Gould Street,2022-06-12 16:30:00,2022-06-12 17:15:00,A TMU community guest reported to TMU Security that an individual punched them in the face and then left. No visible injuries were reported. The community guest declined assistance from Toronto Police Service.,Assault,gould street and victoria street,"['gould street', 'victoria street']",16,7,12,6,Spring/Summer,2022,"43.65768287052507, -79.38016088904517"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/06/security-incident-june-13-2/,Assault,"June 13, 2022",Tim Hortons at the Yonge-Dundas Square building,2022-06-10 11:30:00,2022-06-11 09:30:00,"A TMU community member reported to TMU Security that they were approached by an individual who brandished a knife, punched them in the face and then left. Toronto Police Service were notified and attended.",Assault,dundas square,['building'],11,5,10,6,Spring/Summer,2022,"43.656107306160074, -79.38017906665567"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/06/security-incident-june-13/,Robbery: Suspect Arrested,"June 13, 2022",Yonge Street and Dundas Street East,2022-05-28 23:45:00,2022-05-28 23:45:00,"Two members of the public reported to Toronto Metropolitan University Security that they were approached by four individuals. The first individual reached into his bag while demanding the members of the public relocate so they could take their belongings. The members of the public left the area and notified security. Toronto Police Service were notified, attended, arrested the individuals and recovered a firearm off campus.",Robbery,dundas street and yonge street,"['dundas street', 'yonge street']",23,6,28,5,Spring/Summer,2022,"43.65633116175363, -79.38091825259052"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/06/security-incident-june-9-4/,Robbery,"June 09, 2022",Church Street and Gould Street,2022-06-03 18:30:00,2022-06-03 18:30:00,"Three TMU community members reported to TMU Security that an individual tried to take their belongings. The community members pushed the individual away, and the individual left. The community members declined assistance from Toronto Police Service.",Robbery,church street and gould street,"['church street', 'gould street']",18,5,3,6,Spring/Summer,2022,"43.658189627362574, -79.37782120191821"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/06/security-incident-june-9-3/,Indecent Act,"June 09, 2022",Gould Street and Church Street,2022-06-03 14:00:00,2022-06-03 14:00:00,A member of the public reported to TMU Security that an individual was masturbating. Security attended and barred the individual from campus. The member of the public declined assistance from Toronto Police Service.,Indecent Act,church street and gould street,"['church street', 'gould street']",14,5,3,6,Spring/Summer,2022,"43.658189627362574, -79.37782120191821"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/06/security-incident-june-9-2/,Assault,"June 09, 2022",Gould Street and O’Keefe Laneway,2022-06-03 08:15:00,2022-06-03 08:15:00,"A TMU community guest reported to TMU Security that an individual repeatedly bumped into them with their electric scooter. The individual was asked to leave and spat at the community guest. The community guest pushed the individual away, and the individual left. Toronto Police Service were notified and attended.",Assault,gould street and o’keefe lane,"['gould street', 'o’keefe lane']",8,5,3,6,Spring/Summer,2022,"43.657543705630616, -79.38073635225399"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/06/security-incident-june-9/,Robbery,"June 09, 2022",O’Keefe Laneway and Gould Street,2022-06-01 04:15:00,2022-06-01 04:15:00,A TMU community member reported to TMU Security that they witnessed two individuals attempting to take a member of the public’s belongings. The member of the public managed to retain their belongings and left the area. Security attended and barred the individuals from campus. The member of the public declined assistance from Toronto Police Service.,Robbery,gould street and o’keefe lane,"['gould street', 'o’keefe lane']",4,3,1,6,Spring/Summer,2022,"43.657543705630616, -79.38073635225399"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/06/security-incident-june-6/,Toronto Police Service News Release,"June 06, 2022",Dundas Street East and Yonge Street,2022-05-29 20:00:00,2022-05-30 14:30:00,Toronto Police Service has published a news release regarding a robbery investigation and are seeking assistance from the community.,Robbery,dundas street and yonge street,"['dundas street', 'yonge street']",20,7,29,5,Spring/Summer,2022,"43.65633116175363, -79.38091825259052"
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/06/security-incident-june-5/,Assault,"June 05, 2022",Gould Street and Yonge Street,2022-05-26 23:00:00,2022-05-26 23:00:00,"Toronto Metropolitan University Security witnessed a member of the public being punched by an individual. Security attended and barred the individual from campus. The member of the public sustained visible injuries, but declined medical assistance from Security or Toronto Paramedic Services. Toronto Police Service were notified and attended.",Assault,gould street and yonge street,"['gould street', 'yonge street']",23,4,26,5,Spring/Summer,2022,"43.657411127296, -79.38136126154417"
